City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
474,Biak,ID,-0.9131,122.8766,82.98,72,62,5.84,broken clouds
475,Richards Bay,ZA,-28.783,32.0377,63.99,71,3,4.52,clear sky
476,Cantaura,VE,9.3057,-64.3584,80.64,58,46,11.18,scattered clouds
477,Bombay,IN,19.0144,72.8479,85.98,74,40,10.36,haze
478,Ahipara,NZ,-35.1667,173.1667,63.63,63,86,20.98,overcast clouds
479,Eregli,TR,37.5133,34.0467,46.09,77,6,2.68,clear sky
480,Uetendorf,CH,46.7739,7.5725,63.21,88,75,11.01,broken clouds
481,Husavik,IS,66.0449,-17.3389,47.17,81,68,9.08,broken clouds
482,Asilah,MA,35.465,-6.0348,76.96,79,46,12.5,scattered clouds
483,Aqtobe,KZ,50.2797,57.2072,50.09,100,0,6.71,clear sky
484,Cornwall,CA,45.0181,-74.7281,52.84,87,100,4.61,overcast clouds
485,Marsabit,KE,2.3284,37.9899,61.03,81,33,16.22,scattered clouds
486,Sabinas Hidalgo,MX,26.5,-100.1667,87.24,44,14,4.09,few clouds
487,Sorong,ID,-0.8833,131.25,81.28,81,100,6.2,overcast clouds
488,Palu,ID,-0.8917,119.8707,87.28,72,48,0.25,scattered clouds
489,Kununurra,AU,-15.7667,128.7333,87.78,33,0,14.97,clear sky
490,Duma,CN,34.7653,108.135,72.25,38,40,6.49,scattered clouds
491,Comodoro Rivadavia,AR,-45.8667,-67.5,35.46,93,0,4.61,clear sky
492,Kloulklubed,PW,7.0419,134.2556,82.9,79,94,19.08,overcast clouds
493,Galeana,MX,24.8333,-100.0667,63.84,64,92,6.98,overcast clouds
494,Villafranca De Los Barros,ES,38.5614,-6.3381,70.48,44,100,1.39,overcast clouds
495,Ullal,IN,12.8,74.85,72.55,88,75,6.91,mist
496,Valparaiso,CL,-33.0393,-71.6273,57.47,81,20,2.3,few clouds
497,Manthani,IN,18.65,79.6667,85.84,65,100,8.37,overcast clouds
498,Qaqortoq,GL,60.7167,-46.0333,37.17,72,77,2.26,broken clouds
499,Thabazimbi,ZA,-24.5917,27.4116,56.82,56,6,4.54,clear sky
500,Dilla,ET,6.41,38.31,60.64,82,98,3.49,overcast clouds
501,Cidreira,BR,-30.1811,-50.2056,55.35,90,20,10.42,few clouds
502,Challapata,BO,-18.9,-66.7667,40.44,34,48,3.69,scattered clouds
503,Bandarbeyla,SO,9.4942,50.8122,81.95,70,30,15.82,scattered clouds
504,Gazanjyk,TM,39.2446,55.5154,76.48,31,0,9.35,clear sky
505,Kainan,JP,34.15,135.2,70.48,50,100,1.03,overcast clouds
506,Hwange,ZW,-18.3693,26.5019,60.17,65,43,1.28,scattered clouds
507,Coihaique,CL,-45.5752,-72.0662,35.55,87,0,0.0,clear sky
508,Abaza,RU,52.655,90.0928,61.79,71,100,4.83,light rain
509,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,43.39,87,75,8.95,broken clouds
510,Yicheng,CN,31.3705,119.8703,69.35,59,87,2.89,overcast clouds
511,Ola,RU,59.5833,151.2833,39.15,82,97,17.45,overcast clouds
512,Arman,RU,59.7,150.1667,39.02,98,100,7.65,light rain
513,Gallup,US,35.5281,-108.7426,75.96,13,0,26.46,clear sky
514,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,84,40,12.66,scattered clouds
515,Cacak,RS,43.8914,20.3497,40.6,72,0,3.31,clear sky
516,Mabaruma,GY,8.2,-59.7833,73.49,92,3,2.62,clear sky
517,Manokwari,ID,-0.8667,134.0833,79.09,80,100,3.09,overcast clouds
518,Pavlogradka,RU,54.2024,73.5592,57.51,46,14,14.05,few clouds
519,Copiapo,CL,-27.3667,-70.3333,51.49,73,0,1.3,clear sky
520,Laureles,US,26.1092,-97.4941,82.54,68,20,17.27,few clouds
521,Piacabucu,BR,-10.4056,-36.4344,76.48,92,100,7.27,overcast clouds
522,Babu,CN,24.4167,111.5167,82.17,68,66,3.62,broken clouds
523,Nanakuli,US,21.3906,-158.1547,85.95,70,75,10.36,light rain
524,Narsaq,GL,60.9167,-46.05,43.02,68,64,1.83,broken clouds
525,Sola,VU,-13.8833,167.55,82.27,75,22,14.03,few clouds
526,Mehran,IR,33.1222,46.1646,84.49,15,9,6.58,clear sky
527,Jiblah,YE,13.9216,44.1467,65.79,27,1,3.87,clear sky
528,Playa Del Carmen,MX,20.6274,-87.0799,80.89,84,20,6.91,few clouds
529,El Paso,US,31.8001,-106.2005,87.46,9,20,20.71,few clouds
530,Cortez,US,37.3489,-108.5859,72.93,18,95,26.37,overcast clouds
531,Tall Kayf,TR,37.0833,41.0667,66.54,49,0,3.74,clear sky
532,Panzhihua,CN,26.5851,101.7128,67.57,81,100,3.29,overcast clouds
533,Karratha,AU,-20.7377,116.8463,80.2,56,0,6.33,clear sky
534,Eyl,SO,7.9803,49.8164,81.7,68,97,16.24,overcast clouds
535,Lagunas,PE,-5.2269,-75.6753,65.44,84,69,1.52,broken clouds
536,Timaru,NZ,-44.4,171.25,49.06,37,100,10.0,overcast clouds
537,Takoradi,GH,4.8845,-1.7554,79.27,84,43,7.52,scattered clouds
538,Flores,GT,16.9226,-89.8994,83.34,62,92,6.98,overcast clouds
539,Lashio,MM,22.9333,97.75,79.18,65,15,0.81,few clouds
540,Vestmannaeyjar,IS,63.4427,-20.2734,49.01,87,98,16.26,overcast clouds
541,Kalga,RU,50.9251,118.898,70.03,21,0,18.37,clear sky
542,Cuajinicuilapa,MX,16.4667,-98.4167,80.29,65,44,4.05,scattered clouds
543,Sardinata,CO,8.0829,-72.8007,76.68,86,100,4.34,overcast clouds
544,Kudahuvadhoo,MV,2.6708,72.8944,83.12,76,28,13.42,scattered clouds
545,Morondava,MG,-20.2833,44.2833,71.44,67,0,6.82,clear sky
546,Monchegorsk,RU,67.9397,32.8739,32.13,84,99,1.32,overcast clouds
547,Umm Lajj,SA,25.0213,37.2685,80.71,60,0,6.04,clear sky
548,Nelson Bay,AU,-32.7167,152.15,60.01,97,100,1.99,light rain
549,Tukrah,LY,32.5341,20.5791,62.56,64,0,25.48,clear sky
550,Solnechnyy,RU,50.7214,136.6319,52.88,49,100,7.05,overcast clouds
551,Zhigansk,RU,66.7697,123.3711,43.52,61,5,7.09,clear sky
552,Maniitsoq,GL,65.4167,-52.9,36.79,68,83,4.97,broken clouds
553,Samana,DO,19.2056,-69.3369,76.57,91,37,5.48,scattered clouds
554,Santa Cruz,BO,-17.8,-63.1667,53.06,71,13,2.3,few clouds
555,Leshukonskoye,RU,64.8989,45.7622,31.71,83,98,7.67,overcast clouds
556,Mitchell,US,43.7094,-98.0298,54.73,64,40,23.02,scattered clouds
557,Plettenberg Bay,ZA,-34.0527,23.3716,57.16,75,100,6.15,overcast clouds
558,Quelimane,MZ,-17.8786,36.8883,67.5,97,6,4.56,clear sky
559,Rtishchevo,RU,52.2604,43.7874,42.04,92,98,5.82,overcast clouds
560,West Pensacola,US,30.4266,-87.2797,79.83,87,100,3.0,overcast clouds
561,Belgaum,IN,15.8667,74.5,65.71,92,100,13.73,heavy intensity rain
562,Chiredzi,ZW,-21.05,31.6667,65.62,71,100,3.69,overcast clouds
563,Georgetown,MY,5.4112,100.3354,87.73,70,20,2.3,few clouds
564,Loubomo,CG,-4.1997,12.6739,69.75,98,67,2.82,light rain
565,Pimentel,PE,-6.8367,-79.9342,64.72,88,9,13.62,clear sky
566,Geraldton,AU,-28.7667,114.6,68.41,77,100,10.36,overcast clouds
567,Elizabeth City,US,36.2946,-76.2511,75.99,81,0,3.44,clear sky
568,Verkhoyansk,RU,67.5447,133.385,43.74,62,66,5.97,broken clouds
569,Pemangkat,ID,1.1667,108.9667,85.59,68,64,1.9,broken clouds
570,Isla Mujeres,MX,21.2311,-86.731,82.45,81,82,14.61,broken clouds
571,Awjilah,LY,29.1081,21.2869,68.85,61,0,11.1,clear sky
572,Innisfail,AU,-17.5333,146.0333,75.65,88,78,9.15,broken clouds
573,Brewster,US,41.3973,-73.6171,57.94,94,0,0.0,clear sky
574,Okha,RU,53.5739,142.9478,41.38,70,69,2.24,broken clouds
575,Kenitra,MA,34.261,-6.5802,59.76,91,35,8.05,scattered clouds
576,Floro,NO,61.5996,5.0328,48.16,100,75,1.14,broken clouds
577,Birin,NP,26.8865,88.0718,65.82,76,23,4.61,few clouds
578,Bahia Blanca,AR,-38.7196,-62.2724,50.4,49,98,15.57,overcast clouds
579,Kruisfontein,ZA,-34.0033,24.7314,51.89,92,100,6.13,light rain
580,Angoche,MZ,-16.2325,39.9086,73.33,76,1,2.01,clear sky
581,Mirnyy,RU,62.5353,113.9611,48.24,81,100,8.99,overcast clouds
582,Gerash,IR,27.6652,54.1371,78.19,14,0,2.8,clear sky
583,Discovery Bay,US,37.9085,-121.6002,88.11,29,0,19.57,clear sky
584,Kumba,CM,4.6363,9.4469,71.94,98,100,1.97,overcast clouds
585,Tessalit,ML,20.1986,1.0114,86.79,10,10,12.88,clear sky
586,Lakhimpur,IN,27.95,80.7667,93.11,21,46,15.1,scattered clouds
587,Willowmore,ZA,-33.2926,23.4895,48.38,80,100,7.34,light rain
588,Ranong,TH,9.9658,98.6348,81.32,80,100,11.54,overcast clouds
589,Gleisdorf,AT,47.1061,15.7127,61.86,72,100,3.69,overcast clouds
590,Acarau,BR,-2.8856,-40.12,77.4,87,93,4.74,overcast clouds
591,Wellington,NZ,-41.2866,174.7756,55.06,88,100,25.32,haze
592,Anori,BR,-3.7728,-61.6442,68.34,82,85,1.68,overcast clouds
593,Bonfim,BR,3.0833,-59.95,74.17,90,100,3.94,overcast clouds
594,Umm Kaddadah,SD,13.6017,26.6876,83.62,12,8,22.19,clear sky
595,San Pedro,PH,14.35,121.0167,87.03,74,40,2.3,scattered clouds
596,Korla,CN,41.7597,86.1469,79.03,17,90,16.4,overcast clouds
597,Ogbomosho,NG,8.133,4.25,72.91,97,100,5.19,overcast clouds
598,Ichikawa,JP,35.7197,139.9247,79.25,43,100,7.2,overcast clouds
599,Green River,US,41.5286,-109.4662,43.2,48,93,30.38,overcast clouds
600,Sal Rei,CV,16.1833,-22.9167,71.78,82,33,19.33,scattered clouds
601,Lubao,PH,14.9167,120.55,89.31,82,99,1.54,overcast clouds
602,Kyshtovka,RU,56.555,76.6271,54.9,62,56,16.31,broken clouds
603,Patacamaya,BO,-17.2333,-67.9167,43.52,34,38,4.14,scattered clouds
604,San Luis,AR,-33.295,-66.3356,46.11,50,67,6.85,broken clouds
605,Sergeyevka,KZ,53.88,67.4158,53.11,72,38,17.98,scattered clouds
606,Mayo,US,38.8876,-76.5119,72.27,74,0,0.0,clear sky
607,Greensburg,US,40.3015,-79.5389,65.79,79,0,4.0,clear sky
608,Monroe,US,43.1501,-77.6831,57.2,90,0,4.61,clear sky
609,Skjervoy,NO,70.0311,20.9714,35.6,73,93,10.07,overcast clouds
610,Ewa Beach,US,21.3156,-158.0072,85.95,73,75,10.36,broken clouds
611,Klaksvik,FO,62.2266,-6.589,48.99,95,100,22.21,overcast clouds
612,Gillette,US,44.2911,-105.5022,43.95,71,0,16.11,clear sky
613,Amasia,TR,40.6533,35.8331,40.73,90,25,0.76,scattered clouds
614,Maltahohe,NA,-24.8333,16.9833,43.09,66,73,12.21,broken clouds
615,Macusani,PE,-14.0833,-70.4333,35.44,72,100,1.19,overcast clouds
616,Saint-Georges,GD,12.0564,-61.7485,80.26,73,4,13.13,clear sky
617,Yazman,PK,29.1212,71.7446,94.6,22,0,13.2,clear sky
618,Wollongong,AU,-34.4333,150.8833,63.25,71,99,10.69,overcast clouds
619,Carndonagh,IE,55.25,-7.2667,50.2,83,100,12.35,overcast clouds
620,Sur,OM,22.5667,59.5289,90.36,35,0,10.16,clear sky
621,Salym,RU,60.0625,71.4789,45.63,91,100,13.91,overcast clouds
622,Cay,TR,38.5917,31.0286,41.11,80,48,7.83,scattered clouds
623,Aykhal,RU,66.0,111.5,34.23,98,100,6.8,light snow
624,Ruteng,ID,-8.6136,120.4721,74.44,58,13,2.06,few clouds
625,San Felipe,VE,10.3399,-68.7425,72.45,92,99,0.94,overcast clouds
626,Phan Thiet,VN,10.9333,108.1,84.6,66,73,3.29,broken clouds
627,El Angel,EC,0.6167,-77.9333,42.75,89,86,4.56,overcast clouds
628,Wanning,CN,18.8003,110.3967,82.81,73,98,6.51,overcast clouds
629,Manama,BH,26.2154,50.5832,87.98,47,0,10.36,clear sky
630,Mudgee,AU,-32.5943,149.5871,55.78,67,100,12.19,overcast clouds
631,Springdale,US,36.1867,-94.1288,78.93,72,0,9.22,clear sky
632,Skotina,GR,40.0147,22.5515,52.92,57,0,5.12,clear sky
633,Loandjili,CG,-4.7561,11.8578,76.73,85,96,6.78,overcast clouds
634,Henties Bay,NA,-22.116,14.2845,57.65,86,0,13.49,clear sky
635,Prachuap Khiri Khan,TH,12.2167,99.75,84.58,77,100,8.77,overcast clouds
636,Chernyshevskiy,RU,63.0128,112.4714,45.73,80,100,3.6,overcast clouds
637,Arrecife,ES,28.963,-13.5477,67.98,77,0,14.97,clear sky
638,Saint Anthony,US,45.0205,-93.218,63.79,84,0,11.5,clear sky
639,Balkanabat,TM,39.5108,54.3671,78.55,30,0,11.05,clear sky
640,Saint-Pierre,RE,-21.3393,55.4781,69.48,60,0,8.05,clear sky
641,Haverhill,US,42.7762,-71.0773,57.96,89,100,3.44,overcast clouds
642,Carutapera,BR,-1.195,-46.02,74.55,95,100,1.95,moderate rain
643,Elko,US,41.0002,-115.5012,51.82,27,100,13.0,overcast clouds
644,Kommunar,RU,59.6206,30.39,39.43,74,68,4.25,broken clouds
645,Yongan,CN,39.6957,113.6871,70.34,32,1,5.61,clear sky
646,Concordia,AR,-31.393,-58.0209,44.78,100,100,4.74,overcast clouds
647,Manggar,ID,-2.8833,108.2667,81.9,78,99,1.81,overcast clouds
648,Bilma,NE,18.6853,12.9164,88.97,18,85,9.75,overcast clouds
649,Tamworth,GB,52.634,-1.6959,55.83,77,100,3.38,overcast clouds
650,Zhireken,RU,52.8249,117.3076,66.51,23,5,11.59,clear sky
651,Tommot,RU,58.9564,126.2925,46.29,94,100,10.07,light rain
652,Kant,IN,27.8,79.8,95.81,13,11,7.23,few clouds
653,Mansa,IN,29.9833,75.3833,97.34,12,5,9.69,clear sky
654,Broken Hill,AU,-31.95,141.4333,55.9,50,98,11.95,overcast clouds
655,Nantucket,US,41.2835,-70.0995,53.74,95,100,6.2,overcast clouds
656,Bolu,TR,40.6667,31.5833,36.39,77,0,3.24,clear sky
657,Pamekasan,ID,-7.1568,113.4746,83.08,76,100,8.68,overcast clouds
658,Kinshasa,CD,-4.3246,15.3215,74.41,90,93,1.83,light rain
659,Le Port,RE,-20.9373,55.2919,69.8,75,43,2.98,scattered clouds
660,Haimen,CN,23.1935,116.6142,77.81,73,53,0.78,broken clouds
661,Trairi,BR,-3.2778,-39.2689,75.63,92,23,2.35,few clouds
662,Bealanana,MG,-14.55,48.7333,53.89,97,51,4.36,broken clouds
663,Muyezerskiy,RU,63.9333,31.65,32.47,78,24,1.97,few clouds
664,Batagay-Alyta,RU,67.8006,130.4114,33.91,97,98,2.06,overcast clouds
665,Pulandian,CN,39.3953,121.9669,72.52,48,3,7.76,clear sky
666,Tevaitoa,PF,-16.7833,-151.5,80.46,71,1,8.25,clear sky
667,Alikalia,SL,9.1667,-11.4,73.6,97,100,3.02,overcast clouds
668,Ust-Nera,RU,64.5667,143.2,41.49,64,93,5.39,overcast clouds
669,Anchorage,US,61.2181,-149.9003,69.01,25,0,10.36,clear sky
670,Prince Rupert,CA,54.3161,-130.3201,50.52,74,61,3.42,broken clouds
671,Harer,ET,9.3094,42.1258,56.12,84,66,2.89,broken clouds
672,Tibiri,NE,13.5627,7.0485,85.35,38,55,5.03,broken clouds
673,State College,US,40.7934,-77.86,64.58,82,40,0.0,scattered clouds
674,Yinchuan,CN,38.4681,106.2731,75.33,21,8,3.2,clear sky
675,Pampa,US,35.5362,-100.9599,92.35,16,0,16.11,clear sky
676,Kirkenaer,NO,60.4564,12.0582,51.93,89,100,1.05,overcast clouds
677,Bayir,TR,37.2687,28.2167,59.52,62,98,5.12,overcast clouds
678,Naryan-Mar,RU,67.6713,53.087,30.18,86,47,7.94,scattered clouds
679,Pasighat,IN,28.0667,95.3333,70.09,99,100,3.22,light rain
680,Beawar,IN,26.1,74.3167,87.6,34,0,18.84,clear sky
681,Sao Felix Do Xingu,BR,-6.6447,-51.995,68.07,69,75,1.21,broken clouds
682,San Matias,BO,-16.3667,-58.4,54.61,48,100,3.22,overcast clouds
683,Simdega,IN,22.6167,84.5167,88.99,39,1,9.62,clear sky
684,Izhma,RU,65.0083,53.9113,34.48,66,87,8.97,overcast clouds
685,Ojinaga,MX,29.5667,-104.4167,95.95,12,0,5.75,clear sky
686,Longyearbyen,SJ,78.2186,15.6401,28.24,69,75,9.22,broken clouds
687,San Quintin,MX,30.4833,-115.95,61.02,79,8,5.95,clear sky
688,Roswell,US,34.0232,-84.3616,82.4,69,0,5.75,clear sky
689,Tres Lagoas,BR,-20.7511,-51.6783,50.27,76,0,3.83,clear sky
690,Fallon,US,39.4735,-118.7774,71.47,7,75,20.71,broken clouds
691,Surt,LY,31.2089,16.5887,65.73,82,22,16.82,few clouds
692,Maraba,BR,-5.3686,-49.1178,67.32,78,55,2.15,broken clouds
693,Ushtobe,KZ,45.2514,77.9838,73.6,41,40,3.58,scattered clouds
694,Yar-Sale,RU,66.8333,70.8333,33.82,95,100,23.51,overcast clouds
695,Sa Kaeo,TH,13.75,102.3333,78.19,87,100,5.64,overcast clouds
696,Marsh Harbour,BS,26.5412,-77.0636,79.75,80,23,8.79,few clouds
697,Havre-Saint-Pierre,CA,50.2334,-63.5986,40.28,78,10,8.77,clear sky
698,Babati,TZ,-4.2167,35.75,56.95,95,79,1.01,broken clouds
699,Tiznit,MA,29.5833,-9.5,68.52,57,8,2.71,clear sky
700,Ust-Kuyga,RU,70.0167,135.6,34.18,100,100,3.44,overcast clouds
701,Viedma,AR,-40.8135,-62.9967,48.18,43,100,11.99,overcast clouds
702,Kulhudhuffushi,MV,6.6221,73.07,83.37,78,88,16.51,overcast clouds
703,Douglas,US,41.3,-96.167,83.26,55,0,14.97,clear sky
704,Huarmey,PE,-10.0681,-78.1522,66.51,87,89,8.55,overcast clouds
705,Wukari,NG,7.85,9.7833,76.44,81,100,3.69,overcast clouds
706,Sompeta,IN,18.9333,84.6,87.37,70,100,12.8,overcast clouds
707,Severo-Yeniseyskiy,RU,60.3725,93.0408,49.26,95,100,5.3,moderate rain
708,Sechura,PE,-5.5569,-80.8222,67.77,77,30,13.87,scattered clouds
709,Itabuna,BR,-14.7856,-39.2803,64.17,73,100,1.95,overcast clouds
710,Kang,BW,-23.6752,22.7876,57.63,49,6,12.12,clear sky
711,Kuandian,CN,40.7286,124.7847,69.22,54,0,6.15,clear sky
